p cnf 5000 7500
-3074 3089 -1987 0
-848 1507 1230 0
1879 -3269 2090 0
3163 1202 1824 0
-4011 -2942 4096 0
3536 3160 279 0
-2706 -4216 2836 0
4896 4857 3160 0
-1055 -3355 466 0
2475 2226 -4687 0
3384 3523 1596 0
-3261 1368 -4758 0
-2780 4205 1063 0
-2762 4523 1846 0
3627 2173 -3998 0
-1209 3809 3037 0
2696 -3002 -315 0
-3813 595 -3137 0
-1466 -1550 1756 0
3022 611 3432 0
896 -66 369 0
-4702 -2751 4136 0
919 4139 3714 0
-596 2453 -778 0
-4956 1912 -4880 0
1423 -1864 4919 0
-4898 3184 -3638 0
-4891 -3173 3005 0
4274 2197 2460 0
-112 -4444 3848 0
-585 3047 -2768 0
4006 -1468 -988 0
1646 -937 1333 0
1255 -601 1385 0
-4784 77 3067 0
1112 -2222 534 0
4218 2340 4284 0
767 -1147 764 0
3506 2652 2427 0
3558 4679 -686 0
4677 758 -2641 0
1828 -4139 4641 0
2095 505 541 0
1278 2725 508 0
-4677 -4214 2088 0
-4986 -749 265 0
3144 513 -3339 0
2071 2987 1282 0
4540 -2298 3607 0
3393 -4013 1182 0
-3559 3610 -4007 0
-4541 -2750 4373 0
1204 537 3265 0
826 223 3890 0
3539 -2620 4497 0
-634 1087 -1676 0
345 2015 -2495 0
639 -2475 3013 0
-3531 -981 4413 0
1211 -1632 1042 0
-4748 3763 -4310 0
-1322 -2601 2225 0
-4893 1937 -484 0
270 799 4196 0
4952 4454 3351 0
-2105 531 986 0
432 -528 -1161 0
-3809 1042 493 0
915 -3894 457 0
1701 1986 1972 0
1037 969 -4885 0
1295 -1872 -3239 0
3887 3802 1655 0
-2944 -593 2741 0
2070 -1506 1194 0
3410 2680 38 0
-2542 2815 -2948 0
2682 346 3417 0
-3220 -1633 2559 0
328 1038 1000 0
2441 4152 2451 0
-1251 2911 -253 0
2289 1841 -1097 0
-1929 3769 4825 0
1977 -3776 721 0
2361 1892 3941 0
2972 -1093 2398 0
-4028 507 -3979 0
-1400 3446 717 0
-218 2665 -1694 0
-70 4180 2944 0
4127 -4889 -3369 0
-2999 -3069 4462 0
-1937 4482 -1709 0
54 3784 1031 0
-1966 -3948 2712 0
-318 3076 3034 0
-4255 2484 -4709 0
-4960 -4344 4742 0
1641 633 1859 0
1750 -4795 3883 0
-188 2090 3367 0
4580 -1474 3979 0
-546 1872 -3403 0
-3621 -3838 1811 0
-4181 1770 -3253 0
-3660 1234 3378 0
4910 2535 -1292 0
3331 4658 1917 0
1005 3588 2173 0
-882 1489 2020 0
3489 4653 916 0
3288 3887 884 0
818 3061 1051 0
4638 247 1419 0
676 4753 -3597 0
2881 3316 869 0
-3681 -13 3663 0
1808 4848 2893 0
-996 1107 -1513 0
-2453 715 -2494 0
2945 -1488 -4542 0
3375 1867 2213 0
-701 -1313 3102 0
4902 1299 275 0
1249 1386 -4193 0
1340 2357 730 0
4143 4801 450 0
2416 304 3501 0
1516 2740 2816 0
3980 -3206 3254 0
2696 4150 3626 0
3469 1912 -4213 0
-1421 -2896 2594 0
3320 3756 4434 0
-2798 -2597 4636 0
4906 2984 1142 0
2596 2984 -4088 0
2626 -2369 -2773 0
3244 3814 4736 0
3307 3692 868 0
-2092 3101 14 0
-126 3052 -3208 0
-4918 1516 650 0
-4780 1935 -544 0
4297 4554 -3161 0
3999 2684 3949 0
-2771 2763 3893 0
-665 3445 -4693 0
1207 4968 1729 0
4018 -637 -3840 0
986 305 3325 0
2767 4743 -3575 0
4935 -4848 -1904 0
-4480 1173 -3302 0
-3434 -2990 3082 0
3122 2201 2989 0
-558 3852 -344 0
4041 641 1824 0
2962 -4989 -1810 0
4366 2747 1401 0
4892 -4428 -1804 0
4715 4888 -4704 0
-4406 1579 2858 0
-3556 -105 4448 0
1522 4837 783 0
256 827 996 0
-4740 2116 3124 0
1990 -3694 2539 0
501 4639 234 0
-3902 -4776 1083 0
3382 4200 3586 0
3228 -2255 -145 0
4060 2292 1634 0
-1713 1375 3531 0
1081 4505 -1913 0
4283 1734 -2268 0
-1150 352 1463 0
3322 -3529 2941 0
4436 4918 1261 0
-1932 1430 -4879 0
-3173 -1919 2441 0
360 2884 2293 0
389 -3131 -963 0
2267 -709 -3658 0
3378 3715 19 0
470 4882 -2630 0
2958 -1377 1485 0
2567 2346 3990 0
-2235 4856 2198 0
4837 2753 -1447 0
2469 -1662 -4433 0
2286 3132 401 0
15 -4776 -1569 0
2183 832 -4728 0
1517 -102 -4900 0
4648 2596 40 0
706 1658 1939 0
2055 3172 678 0
641 4199 82 0
12 -125 -1106 0
-2608 576 -3616 0
3128 -3750 -1552 0
-3404 3702 1162 0
-2457 -595 3541 0
1968 3779 -424 0
-641 -1905 2741 0
-1208 4005 3626 0
-4458 4038 -1758 0
1049 -3539 3119 0
164 2650 -1579 0
3571 2405 2101 0
2105 4187 969 0
-2009 -4209 3447 0
2386 1077 895 0
1784 3252 1541 0
1558 4190 4786 0
2884 89 4945 0
317 2491 3925 0
1505 -998 1778 0
378 4756 860 0
679 -1281 -2006 0
-2855 3193 1750 0
-4829 2266 -4686 0
-3694 -896 3960 0
2120 2727 3600 0
1133 -3441 2560 0
1633 4659 4404 0
2158 1671 2292 0
194 2726 -2750 0
-4896 1714 -3510 0
2344 2288 1474 0
-348 -4814 4971 0
224 -854 -2355 0
-4759 -4778 2291 0
3671 -4796 -1314 0
-2713 -3232 1734 0
-3977 23 280 0
707 -3360 -4595 0
2712 3923 2102 0
-4037 4843 -4044 0
-3249 -5 1142 0
2206 -4193 -4554 0
-870 -1883 4375 0
4827 1397 -2486 0
1114 4362 3465 0
3322 -208 -3527 0
3913 745 4000 0
4536 678 3451 0
412 2620 3836 0
-1219 4074 -3578 0
2425 3767 223 0
-2416 4740 4737 0
2111 -2610 1658 0
-4227 2467 974 0
1997 3392 1618 0
-4290 796 -2328 0
-2744 1102 -2296 0
857 1540 1626 0
-4649 3798 945 0
2303 3756 834 0
3408 -2196 -2043 0
3746 4777 -4241 0
1759 2076 1240 0
-387 -1371 2330 0
-3010 4902 -3583 0
-3459 1237 4071 0
-597 4134 4922 0
-174 -4905 1309 0
663 282 1846 0
763 4574 4135 0
1776 1609 1306 0
1613 -4920 -2160 0
1782 1493 424 0
4932 -4434 -719 0
3039 -1200 -613 0
-2127 -3436 3523 0
3021 -2901 484 0
4771 -3780 2035 0
3385 1009 2808 0
-4215 4093 2080 0
-1896 4395 604 0
237 4779 4872 0
3050 3893 -2693 0
1210 -567 65 0
2013 -3098 560 0
3605 -2748 -355 0
1977 -689 -1881 0
-479 1982 -4273 0
3781 916 4575 0
3288 2193 1134 0
4104 4482 3421 0
1613 2855 -194 0
-4824 2949 3019 0
983 3083 -2882 0
-3896 -4295 20 0
-2847 2542 -668 0
-3483 1693 -2116 0
-3648 1415 -1861 0
1147 186 322 0
2527 1480 127 0
790 -701 -599 0
2605 -4287 -3004 0
1169 1294 4733 0
4191 -3657 572 0
-802 -4257 1812 0
4208 -1878 624 0
-313 -4888 2872 0
4995 -4341 -4021 0
-2053 803 -3015 0
-1559 1096 1569 0
2743 1583 3371 0
3554 -3019 3544 0
-1144 -1820 3058 0
2041 2551 -3336 0
821 -2880 90 0
1434 1691 534 0
-2167 1406 -4176 0
-2327 3072 344 0
277 -261 2262 0
4183 2827 4983 0
2427 4386 1655 0
2672 4412 2410 0
3521 1401 112 0
4087 -2260 -1509 0
-3136 436 -1008 0
1397 4793 2705 0
348 -1235 2853 0
2727 3991 1388 0
3304 3863 4112 0
-2025 4848 1784 0
987 -1468 3375 0
-3713 3015 1131 0
-826 -4707 2740 0
3955 -2634 2522 0
4328 -472 2244 0
3794 1669 4188 0
1089 -1646 3473 0
-3716 284 4814 0
-345 -1206 4660 0
-4280 3233 4043 0
2459 4679 2418 0
3950 3187 4306 0
-196 -3677 484 0
-3537 -4291 3953 0
2297 2664 382 0
980 -1009 3304 0
-2338 814 -1489 0
2107 2992 339 0
-4715 708 2226 0
-1505 3488 -1973 0
400 4477 1504 0
-290 -4632 1927 0
-4708 -2966 1211 0
3390 2387 -1415 0
-4847 -1717 2556 0
15 -4222 1985 0
-2076 2164 4176 0
-1737 2135 2914 0
4728 1957 815 0
2169 -2156 -1413 0
797 -1866 -245 0
3523 -2129 2518 0
2511 2973 -4488 0
327 4311 2783 0
2646 -1575 2715 0
1484 1403 856 0
3035 2867 -1161 0
541 76 -319 0
1881 1348 -4100 0
4851 -3950 4398 0
4665 4964 3049 0
-389 237 -4755 0
-2910 4146 -1098 0
2945 1381 4287 0
32 211 4940 0
3954 3269 583 0
1038 202 3474 0
1667 3630 1442 0
2646 2758 -4233 0
4250 3261 1714 0
484 -3916 4352 0
-4075 597 -245 0
3646 -3776 -2779 0
3475 551 4235 0
-4115 3534 -4659 0
4269 1268 1625 0
2844 -3609 43 0
3850 842 -1847 0
-1486 1140 1048 0
4080 2704 2020 0
34 560 4882 0
332 -1054 -3120 0
4149 326 1914 0
-3647 -371 1778 0
-4348 -1497 690 0
3402 -3468 -169 0
-4194 2075 4494 0
-3720 -500 4562 0
618 899 3365 0
-707 -1626 1835 0
-3684 -1097 698 0
1224 -4374 -3734 0
1785 2132 1340 0
-3202 4570 -3116 0
-575 -2973 3092 0
-2790 4927 -1216 0
282 4727 4304 0
4749 2894 711 0
1087 4998 844 0
-2254 2727 971 0
-3432 1587 1167 0
496 369 4071 0
2092 2482 175 0
3718 3432 4426 0
2030 1025 -1639 0
-2721 3433 -803 0
462 -4861 3205 0
3681 1128 3235 0
2959 4903 3664 0
-1260 4455 -3907 0
2275 -784 2667 0
535 3619 251 0
1427 -4897 4048 0
1856 -4630 4464 0
-382 335 2226 0
3185 200 209 0
1282 -969 623 0
1954 946 1715 0
3173 2475 3549 0
2244 -3138 -1849 0
-2176 3658 -1326 0
-1297 3917 -2446 0
-2554 1485 -497 0
3263 -4872 3247 0
596 -4151 -969 0
2986 4730 3582 0
-3421 749 4295 0
232 4254 4789 0
1042 2671 -434 0
3422 -3518 -768 0
-3151 2410 -2451 0
-2028 -3808 2165 0
148 4479 1530 0
-1068 2018 184 0
447 2584 1926 0
1748 -636 3039 0
4757 1280 2866 0
-737 -3639 1730 0
536 3866 -1514 0
556 1448 1197 0
-1889 2382 4862 0
-302 1665 -915 0
3599 1615 744 0
4073 2917 475 0
1617 -4926 2000 0
-2223 -3830 375 0
-3839 2300 300 0
4000 3268 1941 0
3880 -2774 3846 0
2156 -4315 -1596 0
-61 -3408 470 0
2645 -4569 1910 0
789 1920 4842 0
-2692 1516 -313 0
-88 1853 -2666 0
-4563 3446 881 0
2998 -849 1407 0
911 2173 4760 0
4961 -1036 -1627 0
1596 -3735 -1620 0
3064 4311 2864 0
2807 -1259 -24 0
719 1017 -2003 0
-1934 4143 3850 0
3207 704 -626 0
2919 -3881 1686 0
1509 718 3357 0
-4345 523 3896 0
1890 2548 1004 0
4928 2767 4120 0
2827 2248 3559 0
4114 2162 2284 0
-2383 -71 4243 0
2658 -1316 -3359 0
3793 1690 645 0
2881 4849 4224 0
539 1296 -815 0
-1645 633 2553 0
-1656 -939 3308 0
509 2225 -4746 0
4682 -3356 426 0
-3382 2331 4779 0
3908 3584 3834 0
2760 4157 -1969 0
1954 4968 2214 0
2534 1478 1829 0
4785 -3538 -371 0
4299 708 1918 0
3833 1083 3337 0
-629 3388 2816 0
18 2684 -2390 0
-2915 1199 2444 0
2351 2348 2059 0
1155 -2144 -3947 0
4900 350 618 0
1409 3722 4191 0
-1572 -4671 3132 0
-3450 2357 1266 0
3712 2686 -258 0
3807 -2829 -3495 0
-964 -4630 3825 0
-2622 156 4882 0
-4342 4932 2061 0
-2914 2540 4824 0
-4855 3286 1353 0
-2599 2553 1368 0
-4806 3128 1355 0
3906 -4107 4586 0
-2016 -1586 3535 0
-2659 528 3456 0
3475 1005 1413 0
3992 3160 -969 0
2547 4837 -1075 0
-1231 2257 1853 0
1978 2132 -566 0
-1145 1974 2787 0
716 -217 1291 0
958 3832 3841 0
4308 -2280 2749 0
2911 -3249 3134 0
3764 -3898 4769 0
-4954 -4598 1696 0
-2844 -4005 1898 0
-4035 4204 -350 0
4217 3192 4845 0
4958 -3587 3596 0
3985 -1623 3911 0
2620 -2302 -1078 0
1826 -3819 3752 0
4864 1781 2732 0
-760 1891 468 0
-576 239 -1185 0
2584 -4632 2121 0
294 3478 2715 0
-943 18 4182 0
278 -3591 897 0
1882 1044 4123 0
-1080 -3714 3779 0
3255 1036 1076 0
3056 4354 -3119 0
-683 -934 473 0
439 1229 2874 0
2225 -4556 -4507 0
-841 3678 -2804 0
2359 -3059 4385 0
-4629 -2706 808 0
3876 1765 4581 0
1786 1101 -1238 0
-1278 -2590 3281 0
-3478 -728 4860 0
4759 3759 4641 0
-2022 -4883 2208 0
-2348 3567 -3584 0
-214 -1600 887 0
-43 4808 2724 0
531 4664 -2197 0
248 2630 -2257 0
2486 4703 990 0
-4768 -804 4227 0
-2443 3710 925 0
-1433 469 -4634 0
4012 -915 4236 0
3514 338 855 0
4519 428 562 0
-1911 2654 -2107 0
4528 -1257 -2490 0
3617 -1036 -3200 0
4989 -395 2259 0
4191 4482 659 0
1660 -2029 3344 0
3711 3583 2839 0
301 2021 1129 0
1329 2426 964 0
-4340 1819 -2345 0
-986 3364 2067 0
-3837 -4155 180 0
-393 -1717 4631 0
3431 161 1760 0
-3694 2588 -3957 0
4300 879 3703 0
-2135 1208 1930 0
2683 -3684 2370 0
657 1777 2515 0
4724 -3232 1345 0
1382 4104 1599 0
2120 1984 1361 0
-3059 4609 -4309 0
2237 -133 767 0
64 -576 -2739 0
-1718 -937 2535 0
3215 4741 -4522 0
218 -4976 -3027 0
4552 4160 518 0
375 -1251 -2229 0
-2756 3863 -2751 0
-3368 -3125 1043 0
-1903 1151 3917 0
3378 146 3413 0
-1628 4584 -3111 0
4928 2622 -1108 0
4261 -1808 1625 0
3599 2709 3721 0
4770 -4651 -4660 0
1117 -1325 2118 0
3665 3949 2498 0
4380 -2239 1064 0
3610 56 1887 0
-937 4105 -116 0
3568 -108 -853 0
1674 -1536 -4308 0
-2492 1812 4189 0
3853 3448 -2232 0
-2666 254 1799 0
-2896 4634 -2929 0
-3895 2847 3346 0
924 4315 4478 0
1034 3857 701 0
4962 4788 184 0
891 500 4326 0
2574 4611 -386 0
-3118 4502 3555 0
1026 -3378 4024 0
4891 4028 3013 0
4293 258 -4241 0
-321 3753 2943 0
2412 1799 -1978 0
-1408 -3240 3657 0
-3329 -1699 2724 0
-3284 1984 2097 0
3250 2190 -2758 0
3643 1259 4734 0
3190 357 2566 0
3322 1720 3313 0
-833 2648 4864 0
1262 2472 -4582 0
1119 3729 4395 0
383 1200 4157 0
2934 3284 -1440 0
953 1587 4956 0
1678 2612 2035 0
3548 277 3604 0
4066 2856 1328 0
1019 4745 716 0
-2329 -4015 4107 0
3678 -1475 1711 0
2795 610 4944 0
4502 4480 1412 0
2108 -4796 -3191 0
-1969 833 1981 0
3223 -79 1008 0
4671 1266 2986 0
2782 1227 2260 0
3919 1240 4260 0
3251 -3562 3370 0
2374 4647 638 0
-4132 2441 -2470 0
-3269 1339 4430 0
3567 1820 751 0
4976 1851 4643 0
3070 127 478 0
-3281 -2835 279 0
116 3518 -3685 0
1226 -1148 -2787 0
2177 3887 3054 0
-3831 3254 -138 0
-4664 -4805 4511 0
2935 -4868 1050 0
-4550 4394 3070 0
1246 4857 -3017 0
3858 -3862 -271 0
-3814 -4616 2330 0
531 1747 1158 0
4492 2889 2291 0
3327 -162 1278 0
2116 -3537 -4286 0
2450 -1621 4303 0
727 -4442 -1897 0
2845 3674 4280 0
4246 -3147 -4563 0
1784 -2520 1027 0
-2183 2015 3158 0
-3902 -4267 704 0
2450 1351 -836 0
4826 3949 -1058 0
4148 3592 225 0
-3325 3464 -2285 0
4910 -4915 -1573 0
-196 4484 -2369 0
3125 3715 1104 0
-3208 -1708 399 0
2200 1037 4688 0
-4875 -3821 979 0
2073 705 1570 0
4363 392 2661 0
3614 454 129 0
815 -4697 1899 0
-2971 4059 -2441 0
1964 2828 4824 0
2011 341 780 0
457 -2417 -2528 0
3543 4276 1045 0
1317 4072 -1198 0
778 2225 -1724 0
-1026 1225 3560 0
1426 2722 2040 0
-4206 2294 1110 0
-3800 2260 1386 0
4232 -3941 1018 0
-3352 2319 -4044 0
4376 3157 -3613 0
4027 -2452 2192 0
2918 4745 2360 0
1638 2061 996 0
614 1798 3026 0
1094 3406 211 0
3718 3432 1716 0
169 -1690 4120 0
1273 75 281 0
-4570 3794 -3282 0
-3348 2304 -3072 0
2438 2964 -2653 0
602 2935 -3540 0
2737 3274 3682 0
4863 -3400 -2229 0
-4707 3065 -1045 0
-4407 1020 2609 0
-843 2446 -2532 0
574 2849 3452 0
4424 3035 3532 0
4958 1117 -1349 0
-2348 4827 -1023 0
2677 3482 15 0
-4726 4865 -414 0
625 -1957 82 0
1082 -1766 801 0
1610 2693 3678 0
1041 1381 4771 0
4528 176 3526 0
1169 -1564 -1754 0
-4135 1251 -1223 0
-1624 3663 -4158 0
4385 1252 968 0
-640 2736 2985 0
2653 -4646 -2627 0
4414 1826 248 0
-3187 -3513 702 0
-4627 -889 1567 0
-3002 2782 1176 0
3600 1556 1668 0
1665 -943 3550 0
-42 2337 -3891 0
-2709 1589 -4601 0
-2299 -4915 4087 0
2604 7 -435 0
370 2557 1634 0
3244 4961 4237 0
-4841 -4066 2441 0
571 -4409 -2502 0
2603 -2516 -258 0
-2259 1939 4469 0
