p cnf 3000 5000
-1848 1397 2028 0
12 2462 -2254 0
1022 1087 271 0
474 2703 412 0
-1182 2141 2339 0
1768 1822 443 0
1628 243 37 0
1540 975 -1761 0
-1958 808 -1915 0
-961 481 -1200 0
-2821 1356 2047 0
235 -1772 -2354 0
2250 -278 1739 0
122 -334 1269 0
853 -1025 1107 0
-438 2463 1419 0
825 2817 277 0
-2244 2857 -391 0
-2001 -2008 223 0
1545 2184 2400 0
961 2945 1696 0
-2717 -2623 2955 0
-2689 -382 2121 0
620 -2267 -2074 0
2924 1841 1530 0
893 1070 -1977 0
-753 -2633 1030 0
-1955 26 -370 0
-1269 -1709 1211 0
2199 -2752 1357 0
960 1016 186 0
17 2891 1202 0
-470 -1080 2818 0
-2005 -2041 1800 0
1599 682 -210 0
-2717 1191 -2325 0
-674 1607 2393 0
2783 2750 -1383 0
-2215 1595 908 0
-2381 507 737 0
1770 2494 1417 0
-844 1015 399 0
2542 -1275 -2940 0
-1956 -1791 1817 0
363 -2956 1135 0
2488 1398 -2465 0
859 -944 -1517 0
1077 2120 1868 0
-1040 1845 -2895 0
-919 2513 -820 0
2721 194 2004 0
2132 -1489 -1059 0
-868 2915 997 0
859 -865 -701 0
2930 -2842 -468 0
-1962 2184 1478 0
2784 2430 994 0
2549 220 -2723 0
-2560 1891 460 0
2594 -1048 -126 0
2363 1233 2263 0
2745 1552 2239 0
271 2174 -1994 0
402 1997 -2078 0
-2376 568 -930 0
-1859 2544 -296 0
2365 292 -1991 0
732 -736 -2469 0
1426 2141 1485 0
1760 1234 -2420 0
-1764 2157 -1249 0
2892 887 2310 0
2607 728 -2387 0
-2473 1475 -131 0
-2142 2606 -723 0
1942 -478 2193 0
-2309 455 -501 0
2620 2260 -1706 0
489 1958 -2040 0
2368 2885 1020 0
1594 780 -868 0
192 335 1133 0
2466 2569 1187 0
-2689 2995 -1079 0
844 2515 2138 0
2512 1451 -2817 0
-2949 1425 -644 0
-1039 1837 -2261 0
269 617 2533 0
-543 -944 220 0
1500 -2560 267 0
-1124 1584 184 0
2992 2410 919 0
1447 160 1623 0
2359 860 -1110 0
2965 566 285 0
2198 1279 2676 0
-103 -743 397 0
205 2157 2213 0
2244 289 2600 0
-1746 1258 -1171 0
616 -197 268 0
1832 -2010 -1331 0
1977 754 393 0
-831 1238 1219 0
-2174 2966 2947 0
-2641 -2771 1008 0
2332 -2828 2958 0
2622 -2956 1767 0
-729 -2139 2993 0
-92 2464 -1624 0
2774 368 -233 0
-586 316 1061 0
1162 -476 2889 0
734 -2241 1757 0
2472 -444 -306 0
1599 2152 2722 0
1392 680 1055 0
1084 234 2344 0
1895 1778 1714 0
285 151 907 0
2642 -2473 2307 0
-2917 1047 2527 0
2626 -425 -2977 0
1333 -2280 823 0
-2004 2195 653 0
-1683 -2323 795 0
-582 2347 1155 0
50 2783 2110 0
1245 2014 120 0
-2441 1260 -2325 0
-2133 1839 842 0
2728 -1260 1816 0
1074 -818 -251 0
1841 -2807 392 0
1048 -1672 -2484 0
2606 1936 1462 0
-556 592 -179 0
146 2850 1021 0
284 -1892 1139 0
929 2438 498 0
382 813 1532 0
1959 -352 1103 0
1946 -2643 492 0
-1894 775 -399 0
-2492 -2204 452 0
1089 10 1689 0
1628 -1283 -1106 0
1313 846 1369 0
306 -1292 2407 0
-2681 -2896 181 0
586 1893 1943 0
1858 342 2043 0
-1489 -734 599 0
1208 1774 767 0
178 -1379 1814 0
1007 2193 554 0
2270 -2652 2129 0
-1477 -712 899 0
-2166 1753 -1773 0
714 -2029 2043 0
2474 -274 2127 0
1696 734 1428 0
2089 -424 389 0
-2114 2614 2212 0
1730 -2964 2074 0
2397 700 1452 0
427 -665 -1927 0
2450 2916 2569 0
1375 1580 1998 0
97 2006 185 0
592 975 879 0
1457 2628 1377 0
-1556 2033 443 0
-1345 2024 2758 0
2891 2672 -1014 0
-104 1804 -2610 0
1504 423 2944 0
450 2674 -2540 0
2057 2066 1926 0
-2818 16 -1713 0
2177 -1124 751 0
-2039 1144 -2461 0
782 2326 -2715 0
499 -234 -1709 0
2611 1276 2474 0
1697 402 -279 0
-965 1884 -1836 0
2000 -1747 -540 0
-606 413 2259 0
553 2312 1316 0
1177 -2760 2321 0
-1005 -1313 1456 0
2975 -636 733 0
-2346 -877 1937 0
-742 2250 1395 0
2395 -377 2978 0
1220 1979 2680 0
-2206 -2968 1986 0
2979 1358 -1547 0
-66 1204 -479 0
-49 1265 1411 0
1146 1846 -2308 0
2410 -2440 -704 0
727 -178 1125 0
584 -1733 -838 0
515 2493 946 0
1157 1471 1753 0
-283 -1463 506 0
-1176 564 -1915 0
333 -1747 2921 0
1718 295 -783 0
2263 627 619 0
-1912 -1954 1763 0
-2563 805 908 0
2522 2943 2685 0
1486 -2588 1341 0
518 781 1920 0
-1137 -42 1679 0
-1184 1509 2276 0
1900 -1351 -87 0
-1492 2475 217 0
1237 2850 924 0
-2433 373 2110 0
2276 -274 -1540 0
2015 2617 1362 0
715 1297 -1775 0
-2728 1470 -1573 0
-1194 1318 2436 0
-2676 19 -2692 0
887 627 811 0
1356 -2010 1512 0
1484 2933 -2613 0
707 569 318 0
1090 1258 1263 0
1268 -1611 -194 0
-1701 2498 1615 0
1835 -1998 -1770 0
-2854 -322 1771 0
-1008 2766 -2164 0
-198 679 126 0
1504 -1462 2969 0
657 -2472 -2252 0
538 73 2431 0
2114 -2469 -65 0
-263 398 2083 0
2029 2513 250 0
102 220 1748 0
1707 333 1625 0
-1561 -960 1750 0
-2791 1167 -678 0
2790 999 291 0
1828 -949 1530 0
-2689 2009 1253 0
-1515 2299 -843 0
1803 -277 -1457 0
-1754 798 2310 0
1569 -2036 157 0
-1291 2351 -1902 0
1214 2601 2939 0
1055 -1210 -1864 0
-2414 -2843 1739 0
-2017 981 820 0
-115 2179 2163 0
-279 -405 1163 0
-144 -1353 744 0
140 2915 2745 0
257 -2031 -1430 0
2251 2018 1662 0
-2308 -417 443 0
379 -1523 2597 0
944 -1277 1100 0
137 2615 1310 0
257 -2019 1806 0
2774 1484 -803 0
723 1087 657 0
-629 2655 -2734 0
-1917 1987 -2408 0
-1000 260 -1035 0
1414 420 1265 0
2392 1565 2090 0
281 1323 2589 0
967 -683 2032 0
-1976 -1969 1511 0
-260 1867 -2768 0
60 210 458 0
2538 -174 -1964 0
-1176 -1412 129 0
2885 388 64 0
1886 -47 2876 0
-1525 -339 2382 0
-2792 556 -2529 0
-2405 2519 2331 0
1225 436 111 0
1191 805 2545 0
1226 -2183 -919 0
-735 -1599 2426 0
-1085 883 -1755 0
2909 1550 2417 0
-777 -782 2948 0
2701 65 1723 0
745 1736 -2721 0
-161 -113 2877 0
-1591 -1904 211 0
2862 1030 494 0
676 918 2638 0
-1642 -2573 1512 0
-990 -1887 2270 0
2032 -2947 -1898 0
-1002 -1411 346 0
-1377 -492 1467 0
2495 2646 257 0
2636 765 -2378 0
461 -2119 2930 0
145 -1499 1745 0
-992 1675 -1443 0
-2484 2622 2567 0
401 -641 132 0
-2091 -145 995 0
732 1156 -2134 0
1646 -1485 -2804 0
1458 -2317 2441 0
-1156 428 1689 0
-1963 -645 817 0
-1876 -2774 29 0
-2956 2618 -1997 0
-512 -1279 2 0
-2589 -815 430 0
1413 462 1416 0
-406 -571 2712 0
1361 -2542 -316 0
2300 -2760 -2659 0
1110 2395 1708 0
-2721 1277 526 0
1854 -299 2672 0
-1640 804 527 0
2623 -2447 -2417 0
2895 2462 -1709 0
1636 573 1994 0
373 -1073 266 0
2675 2672 1968 0
-1862 959 -1748 0
2041 -2416 -695 0
2200 2009 2635 0
1805 2961 2888 0
-1844 104 1008 0
-1252 1827 2355 0
877 -2332 -200 0
1414 1334 -2516 0
453 -1073 133 0
1563 -1854 -3 0
2291 1242 2566 0
716 -1557 -2624 0
130 -2739 -55 0
913 835 -808 0
1636 -333 1368 0
-1820 1249 2139 0
1073 2627 2024 0
-2345 917 -2199 0
-2269 604 -2804 0
141 568 460 0
-1239 868 379 0
388 -1413 1909 0
1933 2849 -363 0
1390 61 753 0
2467 94 2410 0
2485 1115 1179 0
888 -679 2694 0
-155 1053 199 0
1285 -2139 735 0
-1744 -2460 109 0
2063 -33 -678 0
2788 369 2742 0
1326 -2161 -2293 0
-1159 1442 -878 0
-862 2609 -529 0
-1693 113 1381 0
-1320 1521 -1532 0
-774 256 -2447 0
-62 -1352 2309 0
-267 315 -2907 0
2474 454 2899 0
1218 442 589 0
2525 2098 -1290 0
-1989 1376 -513 0
2789 -2378 374 0
838 -2639 -1916 0
2734 2906 1647 0
916 2599 -228 0
1701 104 1262 0
792 397 282 0
2265 -2151 835 0
-1800 1387 750 0
2661 -989 -2544 0
2418 183 384 0
235 805 22 0
-1177 -298 2481 0
2011 2033 514 0
-391 2786 -1180 0
1863 2142 -2809 0
118 -2966 1782 0
2672 1924 2587 0
2594 2117 1641 0
215 475 211 0
-144 2820 -2079 0
2719 2793 192 0
-2431 2389 455 0
-802 -2960 2619 0
990 -877 2470 0
-1629 1119 -505 0
1711 2870 1889 0
893 -85 -2628 0
-2815 1486 -2276 0
637 -2197 -700 0
-2547 2067 1630 0
-293 2500 -2378 0
2448 79 1051 0
96 2159 2501 0
-2896 2686 2575 0
155 -874 2944 0
1538 800 2098 0
-418 -1063 2183 0
-1761 2161 -2453 0
-161 2000 2456 0
1685 2585 2774 0
-355 582 480 0
-2115 2946 -1020 0
-1138 2827 -1483 0
2665 -1549 1965 0
1081 17 -1650 0
2212 -1246 1460 0
1851 1209 -2665 0
1672 412 2243 0
-298 1504 2414 0
-421 1054 2879 0
-2631 1516 -2199 0
2530 395 -1510 0
632 -2218 -5 0
2103 915 187 0
1283 2665 2239 0
2413 -1022 602 0
487 1052 325 0
2848 1373 2544 0
2280 -5 -320 0
2404 504 -2368 0
1907 2572 -2566 0
-310 -2557 2018 0
1383 406 1916 0
1621 2775 783 0
1731 1243 2667 0
1118 98 -1198 0
469 -1471 1291 0
1575 267 -1602 0
1916 2141 1051 0
2860 -2358 69 0
1184 1669 -1608 0
-1257 2856 2579 0
2448 2067 2799 0
619 934 2872 0
2779 -23 -2833 0
-2368 -1548 2758 0
11 358 -2142 0
2396 758 1819 0
331 216 -2173 0
-2281 -2091 1487 0
1203 -2435 -1123 0
-415 748 2172 0
-1328 2761 -956 0
-1228 2532 -2387 0
-997 2825 -2003 0
-1883 -705 915 0
794 1356 82 0
520 -1114 -416 0
-1611 218 1820 0
1836 -2049 2646 0
2581 1502 1878 0
2458 3000 1028 0
99 -577 2717 0
-2844 -2618 1810 0
933 -269 -87 0
960 1201 2159 0
2297 914 -2399 0
1209 -459 -1776 0
-939 1363 -496 0
-279 -1490 906 0
343 -2415 -2867 0
-2134 1442 -770 0
-2644 2347 880 0
-834 2378 1255 0
-324 992 1854 0
459 2671 -269 0
1975 568 446 0
-523 -2731 1420 0
-1572 1094 -828 0
2429 2040 1995 0
1429 223 108 0
1205 274 2986 0
-2966 1818 -1541 0
-1072 2910 -150 0
1649 644 2468 0
-1973 1300 -2510 0
1128 1329 -2840 0
2366 2230 1773 0
2983 1713 -427 0
1010 -327 2767 0
2390 -1794 -1444 0
2195 2169 103 0
-2236 2085 -1838 0
2889 2806 1862 0
-213 799 562 0
1775 1971 -412 0
2040 1354 -627 0
2871 2437 2607 0
2403 120 1731 0
-2825 453 -925 0
2938 2507 448 0
-1836 -899 2975 0
-2974 -2210 131 0
-2527 2009 -2228 0
1631 214 -2925 0
-2763 346 -1546 0
161 1506 1767 0
1824 461 137 0
2644 1776 -451 0
902 1989 2797 0
2872 1691 1383 0
1743 1855 1441 0
1267 -1098 -2983 0
1676 -934 208 0
-387 -2849 2309 0
1911 1986 -932 0
2853 -2009 -1239 0
402 -1082 1465 0
1162 265 -471 0
2298 -347 -1737 0
-706 1770 -1690 0
2257 388 1276 0
963 -437 371 0
27 1455 2426 0
2992 31 656 0
-1144 352 -2529 0
-2306 -1802 1317 0
2528 2064 455 0
-747 227 1923 0
-1886 2390 -42 0
498 2726 2661 0
-881 1307 2052 0
1547 -1145 1947 0
993 2200 1999 0
1327 1090 1581 0
117 2668 518 0
-1707 1670 2200 0
2444 -456 1236 0
-1464 1592 114 0
2135 -763 2938 0
-2340 811 453 0
717 1368 -912 0
-851 1724 872 0
471 133 2156 0
-2020 -2527 1149 0
380 2493 135 0
1231 1425 1172 0
-2870 641 1249 0
761 -378 -391 0
-1685 -2679 2957 0
293 2471 -2594 0
1293 -2822 1584 0
-224 1678 -2804 0
-2169 2082 966 0
1587 2233 -281 0
2159 1813 28 0
-1620 1762 721 0
563 2747 2944 0
-1935 -1658 1680 0
-2217 1548 -1124 0
-1817 1440 -776 0
519 556 2484 0
-1288 2391 1653 0
-1378 2051 -1854 0
1705 878 2367 0
348 -561 -2574 0
-1428 694 -2914 0
-2967 472 425 0
762 2254 2675 0
-2876 931 2150 0
-1596 347 2317 0
1456 -13 2425 0
2117 2518 2935 0
435 880 2432 0
-1705 1682 134 0
1241 1539 557 0
941 1598 2155 0
24 -1766 -1703 0
468 -2129 435 0
-2572 -980 168 0
2199 1110 1665 0
2955 -2895 -2589 0
622 2354 -2839 0
-2422 -2767 2666 0
117 624 2227 0
744 33 385 0
-2267 -1902 5 0
265 2283 -1230 0
-1729 1610 329 0
161 2170 612 0
2924 283 2700 0
676 -2155 2030 0
1582 45 -152 0
48 200 2754 0
234 -2835 182 0
1984 1801 972 0
31 2774 2618 0
1613 361 -2866 0
2386 6 995 0
2728 -1246 1004 0
-846 -335 1397 0
2779 -1214 947 0
-2413 1800 -2221 0
1201 514 -179 0
787 1407 -1715 0
1987 1674 2667 0
-2039 1833 -1755 0
2228 -2546 -877 0
-2286 -304 1385 0
2724 -1875 1260 0
1067 2466 1376 0
-1208 2653 527 0
358 -1332 -2444 0
2942 1368 2963 0
-256 -2137 1005 0
103 -1899 -1060 0
1015 -223 -228 0
1036 -2786 -1787 0
584 -1911 1523 0
-248 852 1583 0
1559 -2537 -2799 0
958 255 7 0
2417 -99 -2218 0
2734 469 2376 0
358 2995 -2678 0
415 2776 1088 0
1633 1801 -980 0
1325 -943 578 0
2243 1967 2795 0
-1057 2572 1749 0
2110 -489 829 0
-2303 2144 760 0
1161 -1877 -1874 0
2821 8 1226 0
2695 -1614 -1343 0
2706 2326 694 0
2327 -2627 1452 0
-2197 2093 2452 0
933 2865 55 0
-2155 2668 1799 0
447 1060 2088 0
-656 1001 2263 0
-1574 379 700 0
-748 262 923 0
116 1337 1486 0
2583 2493 2022 0
1473 -745 -564 0
-2042 -1391 2177 0
401 2426 1082 0
941 14 -1311 0
-43 2350 75 0
1749 2401 205 0
-1141 2749 823 0
2957 1689 1391 0
2186 2829 1227 0
2175 929 798 0
-2360 2680 992 0
333 -1082 92 0
525 81 2808 0
1133 1539 1779 0
1648 1510 -1218 0
81 -2661 2398 0
1852 1751 2846 0
1540 -2909 2003 0
326 219 866 0
-723 1260 1073 0
504 2239 -723 0
2770 2115 -23 0
1771 -954 204 0
-652 2283 -1720 0
-2368 1624 -544 0
262 -1115 -442 0
2210 92 2207 0
1227 1201 130 0
-79 2325 2463 0
1350 2936 1657 0
-1637 -520 1491 0
1204 863 2064 0
2479 280 -61 0
2535 2164 2824 0
2890 2057 518 0
2998 -795 1181 0
2077 -729 -2787 0
-1326 126 -633 0
1476 2238 2046 0
2731 1015 1546 0
-361 699 -2905 0
-370 -1588 2793 0
2120 2338 1769 0
529 1764 253 0
-649 731 -2787 0
2942 1578 -81 0
-2794 1466 -1852 0
-2367 1764 -604 0
1898 -790 1783 0
2219 304 -2820 0
-1815 1582 -463 0
-386 1637 -52 0
-2529 1530 -841 0
2881 2045 -468 0
-2729 1297 975 0
28 561 1744 0
1164 2266 1206 0
368 -2686 2672 0
1628 -2288 -1274 0
2762 -660 -288 0
1786 -2188 724 0
611 2336 2374 0
281 -1001 -703 0
1432 -135 119 0
1412 524 2029 0
-290 -2249 551 0
2226 2388 38 0
2010 462 2316 0
-1819 43 -770 0
984 -2045 -1748 0
-1739 903 658 0
1270 1474 2246 0
2548 704 -1927 0
2806 1445 202 0
2289 624 269 0
236 2161 -60 0
2210 195 -2744 0
1897 -2536 905 0
2405 1222 -918 0
-475 1645 2158 0
175 2967 803 0
763 1171 111 0
-1448 -1320 1200 0
-718 -525 1425 0
1523 1340 80 0
-1176 2988 -1982 0
541 2206 1164 0
-1416 2050 -1613 0
-169 490 -41 0
827 560 2134 0
276 -63 1921 0
1626 909 -1477 0
2793 1356 2376 0
-34 486 -999 0
-1281 1800 -2118 0
2676 -232 808 0
1296 2519 1646 0
-1026 2340 -457 0
-882 2997 2790 0
-750 740 -1501 0
253 -1164 380 0
2131 -2153 1193 0
1510 -91 -1534 0
-2526 775 -2188 0
1771 1192 1162 0
-1661 -2387 2357 0
901 -1847 -346 0
2096 1676 1970 0
-1273 550 1358 0
393 2872 1044 0
2688 -1743 568 0
1835 2760 1294 0
2615 -2548 202 0
-1480 1838 574 0
-2751 413 1052 0
1415 -2009 2208 0
-2686 -16 542 0
2310 2173 2726 0
-107 -779 2222 0
2044 -122 1363 0
2768 -279 2509 0
2781 2820 1853 0
2403 2249 952 0
1852 -965 -436 0
-661 2711 479 0
138 2990 987 0
-1246 2480 -342 0
-2947 -296 1272 0
1874 609 -1598 0
-1091 2000 -357 0
1419 74 -194 0
2864 -2382 -2191 0
2658 1429 -2184 0
-2444 -2516 1789 0
2024 -2072 1302 0
-1827 -1571 1076 0
2099 -2093 -2573 0
-1822 2960 2713 0
1484 1973 442 0
886 1369 1021 0
-10 -491 2149 0
1543 1168 643 0
1051 2103 1357 0
1836 -1572 -150 0
2641 392 -322 0
860 221 -2854 0
105 150 2489 0
-403 -1270 2735 0
-2981 -1836 2201 0
-1541 2731 2959 0
2666 -2048 102 0
-1097 -2333 1967 0
1070 -2450 254 0
-2238 -1691 2379 0
-1281 676 1628 0
-526 2863 980 0
-2785 1937 2523 0
-999 2026 2588 0
-606 1736 2591 0
432 -90 2338 0
1543 112 2706 0
-1073 -2688 801 0
1334 436 -2792 0
-1258 1509 -770 0
1764 936 -555 0
-467 -1030 1991 0
2080 630 -711 0
-1367 -763 2243 0
-1276 -2838 1515 0
-2836 985 -2630 0
2808 -218 2547 0
2869 -72 2087 0
2392 241 561 0
52 89 562 0
-30 1030 1436 0
-2231 2671 -1937 0
189 -1031 147 0
2065 662 2853 0
1348 -2834 -71 0
-901 2116 1366 0
-631 1014 -304 0
2974 2864 359 0
1605 -536 -1889 0
-2850 1196 -2694 0
-1019 2562 -2885 0
-277 -463 2201 0
2214 795 963 0
1638 -149 -1874 0
-2387 938 1532 0
-2608 1626 32 0
-2628 336 2820 0
-2733 1872 16 0
-1451 295 -1995 0
2030 -1024 -2562 0
508 2159 1138 0
-2802 -1616 804 0
2129 19 2973 0
221 1705 206 0
-1567 1150 2088 0
1600 -1488 2661 0
274 -2800 2170 0
2119 423 2238 0
2726 126 1294 0
-323 817 -148 0
391 808 1247 0
541 -2837 -371 0
1220 2783 205 0
-1512 74 862 0
2940 -1103 -639 0
-2361 -1806 2241 0
2901 -208 -2946 0
-1139 777 1644 0
645 -481 2200 0
100 -343 1939 0
-1359 2800 119 0
1174 -840 850 0
2897 381 -180 0
2923 2577 998 0
-1623 1919 1239 0
27 1596 23 0
2837 251 -2915 0
1965 -2119 35 0
75 2486 1436 0
-2421 714 -124 0
-152 748 -2077 0
450 -12 2142 0
2321 2060 4 0
918 651 -1709 0
2782 2398 2786 0
960 630 560 0
1315 -435 -2890 0
-630 -167 2729 0
1032 175 1235 0
739 132 -204 0
779 -1422 -2276 0
1720 2518 -2687 0
2050 -1178 2530 0
1970 2756 1210 0
311 -2619 -2101 0
-201 -2055 229 0
-2661 2694 915 0
-949 -1187 31 0
-2007 -2067 683 0
498 882 1208 0
1970 1083 2951 0
2102 1515 431 0
-2785 1573 1213 0
-249 1015 -1062 0
-1111 454 -2666 0
659 121 2403 0
-369 242 2443 0
2578 344 2751 0
-2170 2237 -1173 0
-729 1044 -2999 0
1675 2719 312 0
1790 -550 -2939 0
2521 -2200 -1364 0
-2113 134 948 0
-119 2927 58 0
437 -342 -1365 0
2617 -382 1763 0
1906 1079 2672 0
2314 124 2864 0
-2614 460 -999 0
-2120 2572 -453 0
-531 1996 1266 0
-1662 -2150 1066 0
189 292 2032 0
-225 2913 -595 0
-466 2597 2150 0
1806 346 661 0
-366 -218 2308 0
2567 2111 -1561 0
2615 2408 453 0
-1838 2493 -1925 0
1202 2378 1965 0
479 -178 2465 0
548 2347 1981 0
353 909 2764 0
2054 484 99 0
1220 2807 2232 0
-1162 -2500 211 0
2766 -634 -763 0
-2834 1426 598 0
-96 1484 333 0
1222 1613 1033 0
-2209 864 -1855 0
1368 -2015 -806 0
1755 -2607 333 0
551 639 1009 0
1648 -2786 -636 0
2482 2953 -2029 0
-1005 2685 -482 0
2505 1777 2464 0
2959 1551 2246 0
2402 643 -2252 0
1170 2136 2451 0
874 1709 -794 0
1218 208 -1655 0
-2735 1951 -2998 0
-2332 2390 1107 0
2114 2247 -2102 0
-505 1409 -498 0
-1139 803 1486 0
-2168 -1656 1338 0
2143 741 1708 0
2380 1364 769 0
2613 696 81 0
788 1584 2531 0
115 -1529 1497 0
-697 2753 200 0
2094 283 709 0
1778 -2054 -2435 0
1672 2883 1322 0
1454 1425 2970 0
-2634 1827 2847 0
1651 1681 651 0
1106 2852 875 0
-275 357 -2718 0
956 1524 157 0
38 2450 -2346 0
1263 -1916 1426 0
-1422 2718 1585 0
1505 -2875 962 0
-2671 -227 2769 0
448 2375 631 0
238 -2669 -2762 0
793 -260 1614 0
2157 -2525 -952 0
-1185 277 1102 0
118 2153 416 0
2221 2824 -106 0
2201 -133 -1570 0
-2326 2033 2178 0
961 -1151 -98 0
1573 -2954 1922 0
2033 -202 2364 0
-1039 -2706 2522 0
1595 -1323 294 0
-2152 823 -1771 0
93 -192 2126 0
292 2867 962 0
-1046 235 -1055 0
-1260 1536 -2381 0
-2201 1114 -476 0
732 -1436 -83 0
271 2228 430 0
-2093 110 -2678 0
-1733 610 -1190 0
195 1092 194 0
-1549 -1044 315 0
226 764 -155 0
130 1026 329 0
485 67 1915 0
-2230 -728 2789 0
1358 1126 1971 0
1523 -1138 2205 0
2651 1946 145 0
2853 -1891 645 0
1560 2310 2999 0
120 330 791 0
628 2996 2864 0
1368 2676 1434 0
-12 -2773 1551 0
368 38 -2800 0
1609 -1177 2371 0
826 218 1431 0
2734 -1800 2928 0
-1900 2314 -1124 0
-2180 409 2438 0
-1893 -2824 1363 0
1090 1317 1207 0
-2097 124 -25 0
2127 2448 -2548 0
-441 1749 1539 0
1087 2241 236 0
-1176 -1920 799 0
742 -2836 -394 0
167 2297 -1210 0
2569 -438 2762 0
-168 1283 2106 0
2968 1683 -2570 0
2670 991 -705 0
179 2497 2424 0
497 1273 101 0
-2277 646 -2803 0
1519 507 -2929 0
2640 1353 -1109 0
2526 143 938 0
1285 1508 2449 0
-1202 2231 717 0
-1967 -1118 2783 0
1783 2012 2816 0
2497 158 734 0
1551 2344 1994 0
-1776 417 -2692 0
1402 1674 -1363 0
2260 2335 2052 0
-1603 1640 584 0
47 -1797 -29 0
1661 2647 162 0
1454 2547 2298 0
-479 523 -262 0
-374 -613 2249 0
2681 -892 -81 0
-2873 858 -1752 0
195 -2538 326 0
564 -1047 2698 0
1955 1795 1150 0
1695 -2944 1574 0
-788 2438 -1464 0
-423 2304 -1916 0
1013 1529 -2763 0
-1049 412 -1710 0
1367 1174 1385 0
930 -1990 759 0
591 2787 1703 0
-2903 -197 827 0
551 -311 1448 0
-2827 -1418 1926 0
49 -877 2282 0
1516 1354 2720 0
2846 -2525 -77 0
696 -1423 -1314 0
-24 1643 1467 0
1406 46 1194 0
2631 -706 -2760 0
1659 1299 1951 0
-1655 -1739 1498 0
-2847 1400 1270 0
-2603 -2656 1130 0
1712 -370 847 0
-1533 -238 2673 0
1953 -2196 2068 0
1887 662 -2317 0
1399 -2474 1192 0
525 443 1864 0
-1770 1967 1871 0
-56 2731 1980 0
272 399 1692 0
1354 183 1967 0
1259 2196 2040 0
595 -2131 -679 0
2414 370 162 0
-591 1474 1504 0
1910 1021 216 0
-2075 342 -720 0
2735 2837 1900 0
2499 516 -1059 0
1045 984 -233 0
2205 2334 -919 0
-888 -1190 2599 0
210 2644 1475 0
-2688 1343 828 0
449 -349 1854 0
2645 1175 2508 0
-368 1008 2422 0
1328 2860 1677 0
-282 599 -658 0
146 2080 2736 0
2685 -719 -2348 0
1966 1921 1938 0
568 2996 1742 0
-1737 1806 -1462 0
639 -1027 -612 0
-970 2709 -1216 0
2735 -43 72 0
974 2459 2057 0
1049 1783 381 0
1805 -59 1659 0
984 2064 2252 0
-2075 -1464 891 0
-1684 2987 -1440 0
2467 -226 1114 0
1560 1058 2136 0
-591 -650 372 0
-1997 -479 1391 0
205 1253 1503 0
1662 -1936 -2970 0
-73 2826 1812 0
1193 2324 2741 0
-1013 602 -1179 0
2673 -970 2983 0
1965 -1151 56 0
415 1320 -888 0
-2870 -467 1685 0
1053 -2956 -1509 0
843 2928 1461 0
2542 1090 1854 0
2549 -1791 639 0
-149 1655 2780 0
656 -574 2107 0
-1245 -1322 10 0
442 -2226 -1911 0
82 2959 2076 0
2887 1374 1251 0
1167 54 1425 0
1484 2742 -1277 0
-1677 396 -2095 0
-898 -2644 420 0
1799 -2632 -2288 0
174 878 1227 0
-46 2010 -312 0
1860 1680 1159 0
-2007 -1247 1261 0
969 -558 2439 0
1225 2061 196 0
1023 -26 313 0
2612 792 746 0
573 -1225 1067 0
2994 -2090 -1977 0
2804 2703 2801 0
934 1877 -156 0
-668 1115 1982 0
115 789 1401 0
