p cnf 3000 7500
-850 659 -2702 0
1865 2907 1711 0
2607 -1077 1706 0
-2908 -565 880 0
-180 479 -1713 0
1899 2616 2770 0
-502 548 -715 0
-1859 209 2501 0
-506 309 162 0
-2626 1611 -546 0
1540 -2862 -70 0
1644 1784 1449 0
437 1151 -2129 0
924 -1409 1725 0
1596 -2846 1342 0
1960 -1892 -605 0
2699 49 -416 0
2296 1931 359 0
-763 2399 1743 0
49 -2777 2299 0
-52 2941 -2317 0
1928 1223 2517 0
-1862 2019 192 0
1470 1928 -1766 0
-751 2420 -1541 0
1419 2076 -310 0
-811 -2110 2323 0
1843 35 -530 0
-288 1063 2099 0
1275 -35 -247 0
1446 2584 -1548 0
-1861 1426 -883 0
1776 2596 2182 0
763 760 -1971 0
831 2685 62 0
-2033 695 1193 0
-147 2347 1602 0
2971 728 -108 0
2764 -1219 -2861 0
37 20 -1480 0
-1345 685 -1165 0
748 -1827 1561 0
-1921 -1191 1205 0
1329 -1743 -1660 0
-1106 2984 -907 0
-381 1328 -218 0
2093 2347 2001 0
-2775 -1752 1421 0
-2776 1031 2026 0
-1017 1050 -1382 0
2959 49 2983 0
2998 -2961 2323 0
2530 2781 2190 0
1709 1691 1328 0
1786 1923 2575 0
2684 910 2728 0
2764 1943 -1141 0
532 869 1986 0
589 448 -2618 0
1710 498 2518 0
1531 1134 319 0
2459 1247 1590 0
740 1163 943 0
569 2507 -43 0
789 -484 2345 0
-1358 -1912 1069 0
1451 2382 2869 0
1898 -2162 1350 0
1153 -1695 -1571 0
2896 1916 -966 0
-2669 377 -671 0
1819 -2322 -1180 0
-1839 -1676 395 0
1452 423 770 0
-1561 2632 -1998 0
1320 -2818 68 0
1673 -1172 -949 0
-1359 2018 2966 0
670 -2457 -1877 0
-2192 -749 1745 0
-8 2432 -2802 0
-2923 614 1999 0
186 -966 -560 0
1326 325 176 0
1400 2222 184 0
694 83 547 0
-1212 2419 516 0
2067 -959 -2456 0
2364 -1684 -1589 0
1432 2910 2664 0
2606 612 -1604 0
-2702 708 -2034 0
-896 -602 1237 0
-1768 1826 2214 0
-1715 948 2261 0
-178 -681 2500 0
-1890 -2855 2610 0
1091 1338 1181 0
-1583 -66 1015 0
1636 847 1924 0
733 155 1445 0
2503 2254 212 0
2518 2339 -282 0
2529 1721 250 0
1647 1148 1915 0
2429 97 1840 0
2136 1604 -1598 0
168 -1527 -2560 0
2623 2424 2757 0
2796 -630 913 0
2130 -607 -2309 0
1159 -133 1867 0
2750 361 2418 0
1467 -973 -179 0
505 2468 2068 0
1342 559 528 0
-131 -285 2317 0
-40 -845 220 0
1935 489 1509 0
1734 1482 -2160 0
2977 -1524 2629 0
1611 2658 -2421 0
2632 1433 -2858 0
-917 -380 415 0
1389 -1902 1946 0
-2044 1406 2109 0
1626 1109 -1346 0
2826 -2949 -2512 0
1962 1641 2294 0
1322 -35 2769 0
1866 429 798 0
-825 2557 -1021 0
-2740 -1541 691 0
1406 1378 1875 0
-870 407 2190 0
1592 1491 164 0
-1621 1923 2664 0
891 -2807 -2949 0
2171 224 1868 0
2374 -60 -975 0
-296 -1554 2836 0
-272 -1982 2077 0
-1788 121 584 0
207 474 -2213 0
2277 1175 2870 0
1192 879 2339 0
-1999 892 2223 0
816 122 628 0
-848 2347 -728 0
1633 822 376 0
-1072 1234 -1848 0
-2574 1045 -843 0
685 1327 2115 0
375 440 1223 0
2106 2564 480 0
-1425 1501 2513 0
-1586 1735 1082 0
-1062 -2480 1790 0
-976 1936 -2276 0
1610 92 144 0
704 -1136 -2080 0
107 -71 1728 0
-1574 1018 2390 0
1618 -624 -792 0
2851 -26 2057 0
1750 2857 -2686 0
-2875 707 -893 0
2545 2670 2182 0
-605 2986 2736 0
2565 -2832 -1481 0
439 1476 -873 0
2786 2067 1816 0
-1229 1951 -1761 0
-2224 -901 832 0
654 2757 642 0
2857 2064 897 0
821 -2394 2222 0
-1320 2854 2852 0
19 526 2949 0
1379 -2469 -1490 0
-2078 -2090 577 0
-890 -2388 1081 0
-2581 1101 1365 0
2867 1337 2764 0
1256 544 -2449 0
2198 -900 2901 0
612 -1673 -14 0
1626 -1999 2578 0
1674 -1176 -1351 0
756 634 -567 0
-2287 2174 -2432 0
1800 141 2321 0
560 417 2702 0
2446 1390 -94 0
1233 1228 2507 0
-2757 363 436 0
2363 134 1505 0
-501 -2140 942 0
2632 -279 1729 0
567 239 389 0
521 1868 1150 0
556 1896 -2274 0
-674 2960 634 0
876 1690 64 0
-815 -1687 46 0
-1185 -249 1341 0
2777 -2224 2709 0
1159 873 2548 0
104 1491 1416 0
349 223 1839 0
2587 1846 607 0
1105 -717 2989 0
2365 1048 2291 0
-50 -2555 691 0
-2188 -1436 307 0
2086 -493 -1234 0
41 -2198 386 0
-835 727 -110 0
1744 976 -1150 0
1357 629 468 0
850 408 34 0
-2618 -1269 1545 0
-1228 -692 2053 0
761 -2005 -459 0
1313 -2811 1286 0
1542 178 1993 0
-2675 2854 1580 0
94 1080 1607 0
-5 1541 365 0
1780 -1433 1332 0
-2424 1335 590 0
2970 -2079 -2152 0
2152 1945 2955 0
818 2996 1165 0
-2006 1819 364 0
466 -1961 1696 0
1591 433 2895 0
285 -1246 1071 0
-2769 632 -377 0
2539 1385 1964 0
51 1301 -606 0
1095 2161 1067 0
-2990 750 1578 0
2486 369 -1912 0
995 2974 -1206 0
-2882 2024 -1848 0
-1493 2716 -916 0
2959 -1900 543 0
2897 1691 -2635 0
527 893 2939 0
85 1070 2601 0
2493 -1242 -2954 0
-405 647 2273 0
2445 1519 -2410 0
817 594 525 0
1391 2382 1420 0
-1153 -2600 1533 0
907 -1989 1528 0
1702 -1290 933 0
2418 1106 2504 0
-1411 2658 2193 0
477 1760 2793 0
776 301 2409 0
-842 2376 -2005 0
2441 -1648 2544 0
111 1779 -2919 0
514 1670 866 0
1327 1424 800 0
1879 1247 1988 0
1374 -1624 2543 0
901 2440 1010 0
-1837 -2765 1927 0
-1899 1101 -2734 0
-2421 1726 -1695 0
-1966 -1066 1952 0
-1088 -2854 1362 0
-2867 1833 2763 0
-888 2300 -1911 0
-2324 -199 1308 0
-154 -958 2141 0
1464 1058 -2225 0
-1438 728 -2201 0
-2959 -2111 2188 0
-258 -2375 2188 0
2820 2428 589 0
2858 1792 1286 0
-1730 -2893 1516 0
-2633 1073 -526 0
1735 1476 669 0
1921 -924 1657 0
1510 -1573 481 0
1215 1582 1826 0
791 697 1522 0
1947 2115 932 0
780 -1363 -1607 0
1983 -525 -1291 0
2430 1863 47 0
-1396 2451 708 0
1145 220 2901 0
-548 -188 2953 0
-2393 2691 2021 0
2388 2735 2092 0
1261 2717 1869 0
1067 2560 2846 0
1201 -2126 -2579 0
2300 1539 -2692 0
2058 2753 1083 0
1600 544 650 0
2824 2361 1487 0
527 -1154 -2750 0
2252 2034 1020 0
-1579 -2915 2693 0
-1797 679 -494 0
-842 211 -57 0
507 2491 1026 0
-2658 2273 -2009 0
1277 -2280 -1673 0
2468 1221 -1581 0
-1433 -1603 177 0
137 502 2977 0
-1821 500 1188 0
2994 39 -2472 0
1788 712 73 0
-1161 1737 -1074 0
1966 2049 2226 0
-1775 2312 -1266 0
-2234 674 1559 0
454 883 -1221 0
1027 2796 1290 0
1911 -2753 -904 0
2021 1387 1221 0
2496 2065 2225 0
-2348 2966 2977 0
-1043 -1351 2378 0
2015 1919 2756 0
734 -669 -2 0
-1716 2790 949 0
-1405 1566 -612 0
1276 402 540 0
1562 1315 1035 0
1131 -2144 1776 0
-1856 2791 -1354 0
2397 2742 2164 0
2279 -2432 -1295 0
2030 1906 2289 0
-1126 -2337 219 0
-321 1368 -1635 0
-1502 2522 1821 0
-327 1238 368 0
2995 -2347 2933 0
-2439 2093 -1963 0
-366 52 1781 0
2606 -1772 -1116 0
1314 1914 1042 0
-2380 -1807 890 0
-1981 -307 1578 0
-2212 1517 555 0
1218 2094 -1585 0
2172 -1119 653 0
-917 -1992 53 0
2756 -1821 158 0
1675 -1093 871 0
2454 -2777 859 0
1487 1774 2319 0
2260 515 1280 0
-1801 2563 -495 0
2152 29 -1033 0
2657 1406 852 0
610 -628 -2418 0
442 2778 2344 0
-203 -319 369 0
41 2720 -1363 0
1717 1661 -1352 0
1222 521 299 0
2610 2910 2622 0
189 803 214 0
427 1555 -2750 0
-1593 6 -642 0
-2946 -892 2139 0
-1451 -2206 212 0
1205 -2030 2926 0
922 833 1309 0
-1224 2355 -1676 0
-632 2698 2188 0
960 449 2381 0
1558 -1056 1426 0
1244 2697 294 0
1293 804 954 0
2023 1357 716 0
1886 2952 -1799 0
-2630 1760 1420 0
2765 -1395 -145 0
2398 365 2685 0
2360 -1199 -1918 0
-178 6 -1304 0
644 1640 647 0
257 1505 1928 0
-1688 -925 2227 0
487 1435 478 0
-1518 881 -214 0
-43 -2142 467 0
-2834 -198 1195 0
-2368 1302 1103 0
1765 2254 2359 0
1919 1463 1599 0
1615 1906 -746 0
1940 -193 -1081 0
2764 -756 -653 0
43 2141 751 0
-2665 1576 1697 0
-2960 2101 1131 0
-2312 542 102 0
-1428 77 642 0
2963 2502 -2237 0
-65 738 1327 0
1115 -1942 -920 0
1374 -494 -1908 0
809 -470 232 0
43 1636 2442 0
1748 -2653 -1283 0
-1581 -245 1462 0
1125 346 1737 0
11 2901 74 0
1615 -152 2268 0
1973 -1277 -1034 0
-804 -589 2138 0
256 -2176 2230 0
2943 -1349 2592 0
2780 819 616 0
2820 451 978 0
-120 2931 844 0
-116 1171 811 0
2091 1513 -1200 0
-771 2307 2977 0
1036 71 -702 0
-593 -904 2837 0
2424 740 303 0
2552 821 4 0
-2620 -277 925 0
-2463 1465 827 0
-1098 124 -2559 0
1583 2990 620 0
2477 -831 2411 0
1466 2500 -2042 0
2608 2859 695 0
710 1340 2409 0
921 -1133 2119 0
-2269 265 24 0
-1465 562 -966 0
-1617 159 976 0
-609 1379 2931 0
-730 1898 307 0
1448 2008 874 0
84 705 -745 0
62 1729 -2530 0
-2840 1751 -1843 0
1799 650 790 0
1272 1411 -2150 0
1946 -2652 -2069 0
151 -1311 833 0
2080 1488 312 0
2050 -335 964 0
929 -1466 -335 0
-684 1012 50 0
-2740 2468 -2029 0
146 -2392 1962 0
1421 5 200 0
2030 2467 487 0
2304 2673 2585 0
1953 -1060 -2220 0
1742 893 1037 0
31 2722 -2044 0
690 2773 910 0
767 -2972 -269 0
1356 321 2261 0
1661 825 2454 0
114 -1112 -384 0
2492 2621 382 0
226 10 2913 0
2977 -84 865 0
1400 2203 2270 0
2849 1536 -595 0
23 302 1152 0
2532 436 2243 0
199 392 -2508 0
2620 627 -563 0
-627 911 -108 0
1911 1288 427 0
278 -1599 -357 0
35 2920 250 0
2332 -1278 -2335 0
812 2675 2444 0
941 2760 2677 0
2730 -1495 -1098 0
87 -277 1279 0
2641 793 2526 0
-2176 291 1387 0
2944 1055 2244 0
-707 2688 -1870 0
2207 1950 1208 0
1596 1953 2505 0
2033 -2173 -2535 0
984 1512 -1516 0
599 126 450 0
2932 730 459 0
2989 2548 2619 0
-1201 1042 -2996 0
-452 292 -1114 0
2294 466 1988 0
2017 666 2359 0
-2548 2489 -1606 0
-2715 931 -2094 0
2496 2029 637 0
1670 1923 1421 0
2901 -1876 1131 0
2201 -2935 -1359 0
1125 -78 -663 0
493 -1735 -1974 0
1214 1084 433 0
-199 1702 490 0
776 407 265 0
1845 1645 2350 0
380 718 1080 0
954 -2137 -821 0
230 -779 2434 0
2068 1385 -962 0
696 1592 1547 0
2721 2071 769 0
1972 -1392 -2931 0
-1636 1886 585 0
2003 1390 2477 0
1043 1220 583 0
2448 431 -2075 0
900 1203 -2460 0
-798 -1879 2978 0
1126 1136 -2981 0
-2392 -1594 1717 0
-1095 -2120 1586 0
2219 333 1384 0
-2434 457 2574 0
1774 2903 1626 0
-864 1494 439 0
-1103 2233 1694 0
-999 2547 2995 0
643 -1800 171 0
2332 1059 2928 0
691 901 2463 0
89 922 -129 0
2831 1354 1213 0
518 -296 1793 0
-1792 -1858 252 0
1628 -734 880 0
1345 1061 -2860 0
2819 2444 2339 0
1562 268 1632 0
-45 665 989 0
-2749 1435 1935 0
2970 302 1605 0
-1511 -2069 1272 0
148 1837 2590 0
985 -2933 -2800 0
2041 -2784 2767 0
1624 1065 -181 0
2186 2403 2220 0
155 772 684 0
472 -404 -2992 0
358 -612 -2032 0
845 1004 817 0
1666 671 2909 0
985 416 1331 0
809 1310 1770 0
2211 367 1308 0
1248 2247 2934 0
2767 -866 2169 0
99 -2238 -762 0
2053 2288 1658 0
-6 309 1284 0
1306 2116 542 0
-1163 -2538 1800 0
477 -1641 -201 0
1262 2996 1151 0
-924 -1261 1842 0
-408 594 -1183 0
-1117 -2074 1741 0
1202 1582 346 0
2054 1424 -1040 0
1160 1090 -1171 0
-2470 1606 -1512 0
-2373 962 2926 0
1435 1701 1975 0
1536 969 339 0
-43 -1177 2186 0
-60 1709 -631 0
931 2344 -1160 0
-1293 -2315 2999 0
840 -755 1795 0
420 1246 576 0
1737 329 -2632 0
1488 -2592 -1214 0
2399 82 903 0
2490 278 1999 0
2889 -869 -2887 0
2568 505 2704 0
-719 2871 2168 0
-1172 379 -174 0
2866 412 1403 0
1266 -1943 2424 0
2383 2565 1141 0
1236 808 2675 0
102 2917 -390 0
2960 -572 2036 0
-1330 -89 1079 0
2687 419 1482 0
67 408 -2630 0
2725 -615 1070 0
1212 4 -1777 0
-2245 57 -1162 0
-2304 78 2582 0
2295 671 609 0
1790 2569 -2700 0
829 426 931 0
2641 -2283 1387 0
1840 782 49 0
2001 2391 819 0
1088 1740 2478 0
269 2566 -1890 0
-1268 2342 -2698 0
-2688 1163 2287 0
1403 2235 -1353 0
1949 1745 2032 0
-1285 -248 2986 0
2738 2474 -1555 0
601 1283 -810 0
2613 873 2485 0
2626 -645 -2213 0
106 -1638 -1148 0
-27 1026 -2773 0
944 2296 -1580 0
1726 652 15 0
2038 863 2714 0
716 1657 -2859 0
1764 -2343 2485 0
-2232 -2228 2874 0
2016 2976 1938 0
917 -2168 2761 0
2514 1547 1466 0
-740 1299 797 0
341 2724 734 0
281 -1316 520 0
1435 -2878 1521 0
-2658 815 1506 0
979 -2416 2155 0
881 2546 1044 0
1999 2130 260 0
1012 -758 -1089 0
-2343 -2292 1939 0
2254 1254 1860 0
1712 1921 -2802 0
2602 -717 1834 0
2699 2298 1061 0
